Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,label
2.9973797718515938,0.0,0.08463340246479445,0.17373154028293608,0.0,0.18066527298661744,0.08966244811851298,0.0,0.03878237843594379,0.0861769067860268,0.03915148708988275,0.0936490579160541,0.0,0,5.862085905755931,0.04864566331615611,0.1624543812893256,0.709348856,0.38081891504919246,0.30945336371788745,0.44090801953503767,0.5048460550547942,0.044151107808570955,0.5648398716588263,0.0819577129259938,0.4590358081928247,0.19670978583506454,AI ML Specialist
2.8431639804723146,3.1172577902711676,2.857091449123174,3.149353732939636,2.8333529733665292,2.9470686248452367,3.008714756000136,3.0159799067246187,3.11027888855007,0.021008912915517708,3.1980276575444857,2.914236562538787,2.9476054016524706,3,5.987331541773181,2.999817877290054,3.192671638580071,0.779374422,0.4601400721612393,0.6760674482068807,0.03618730187519675,0.5346117372960123,0.11815417671288797,0.3162638803032634,0.0,0.10114164872944656,0.2819641877461961,AI ML Specialist
4.119449959819367,3.9336630115892364,3.8231349259143617,4.1919888055216745,4.157720747760812,3.8769483782305083,3.918270568049292,4.118275239543011,3.8563920846620148,3.9209519207121297,5.963712754873315,3.9382011408692628,3.9112923203351015,5,3.8015511941222795,3.8831599965146357,3.815555958395544,0.706633184,0.30680995139769496,0.4538489184569939,0.013354111471645974,0.7173137341809959,0.059718715757859794,0.40086938794337656,0.2757623912960578,0.22696997522061313,0.17111089388901732,AI ML Specialist
1.0618770237289725,1.1691150741655794,1.1766934153108783,0.8881037355273649,1.0969043983523592,1.1065061551449176,1.0927223400068415,1.1916816348733934,3.0619744770234014,0.8726164479240504,1.071758616975687,1.0675088813528875,1.1502396922228189,1,5.922139469274247,0.8026256528108752,0.8917527457410784,0.844507843,0.20341487940522723,0.26588021446830495,0.0,0.3784015005799149,0.08488862100682446,0.3151870697562831,0.08992272714883363,0.4061256905529797,0.06764440358243079,AI ML Specialist
3.8219732353021363,5.163650220775701,4.879775352842054,5.145267600233438,5.169503386255889,4.91206259854647,4.987372917800899,5.051373817785032,5.06997044932178,5.167990103095309,4.836613473580222,5.034239616034474,5.095075367979913,5,5.800964210970265,5.06334797024423,4.8738188522399355,0.900796518,0.3989012218454982,0.13646129227080975,0.0,0.4823601291301548,0.18600356012206704,0.4599422988049884,0.18024495743184893,0.4799659538950821,0.3750014034484034,AI ML Specialist
1.8026753228203158,1.8130787445104182,2.116313906828146,1.8397981442273408,1.8509039456528618,1.9889997925426526,2.0044103446307586,2.0079447122571605,2.095123351528317,5.186439540836646,1.8288745434396323,2.0884211694076353,1.8979598442784567,2,6.0,2.087998740295612,2.0502975815430124,0.727764995,0.42026071362892414,0.32602305222357336,0.2706974174175544,0.4620206793065972,0.0,0.4251336228730916,0.27341978708458126,0.11654325875961305,0.3060573632851984,AI ML Specialist
0.9475927942043617,1.1551661776124846,2.921571576572598,0.8505415803276776,1.0952149513202558,1.0347298963441205,1.1367893627936232,0.8714217729372647,1.1214972555198592,0.9677703281430786,0.9040750858548637,1.0061214814743837,1.1270070289959422,1,5.977907048002489,0.9584275263719509,1.0929067793818008,0.831188523,0.4030657243722355,0.5302962971423564,0.0,0.6924747645174976,0.06273358283467188,0.41692695204113867,0.0,0.11295764998626795,0.19533077123622583,AI ML Specialist
2.9640284507241574,3.040978269905807,3.1888273862569703,2.9919279097358014,3.1460579955473293,2.8870892364547838,3.0323390574539344,2.8002489477202785,3.156246280334913,2.8888748458501436,5.903950233318957,2.853336193267963,2.95160114348827,3,2.055123180083961,3.108709751524026,2.8399521652809003,0.831188523,0.4166162534037026,0.5820761243059055,0.21445343704749598,0.6221238663425619,0.0,0.2671169850668378,0.3553886474055157,0.44490156387865976,0.1798787915598904,AI ML Specialist
1.8051596677779098,1.8989096555943619,1.9091539965387503,2.0596776142927014,2.0396407022295175,1.8023871348874108,2.103395429921114,1.9855375693249457,2.1194141710164627,1.8560498859061036,5.135491876977661,1.866112168081812,2.1411888107813035,2,6.0,2.015262577268509,2.004035169562585,0.887569939,0.38382655027970713,0.38704369593382915,0.0,0.38799385654278706,0.052043215854504124,0.3418846526673619,0.1386261880528537,0.3352250945344959,0.14330230672029218,AI ML Specialist
1.1400690567468132,0.9306861929497814,0.9237216555342291,1.0210499850900947,1.0133716522025977,1.0067402163652936,0.880161076960799,0.9786141837250867,0.9872346440655878,3.939794827604444,0.8154706445735186,1.1093591277766037,0.918137362949504,1,5.97029956314056,0.8160835369422142,0.9383110093609673,0.706633184,0.47902587626653914,0.5594086847878538,0.0,0.4454520162610275,0.08712827984645162,0.5895308972801165,0.0,0.19672253677029838,0.24395106937317818,AI ML Specialist
4.152947198916561,3.9432776649149948,3.9879981410305096,3.898413271314863,3.8846769014596143,3.8269631464541796,4.1392217374134415,3.8367319959040285,4.041919133006902,3.9658866519733342,6.0,3.8184890332111676,3.8488341243380875,4,4.157239262648978,4.02111005099682,3.8404617712701845,0.844507843,0.13032485808622923,0.10683631052055989,0.0,0.5185435413514253,0.21104358013757787,0.44235126441414147,0.130588703136447,0.09548498364708513,0.10218413606842941,AI ML Specialist
4.167472119443581,0.057311528231230924,3.9178962239086252,4.170700205489037,3.844573642056234,3.848432005149159,4.127149839607546,3.8861995803288156,3.8765828356370187,3.946159889833082,5.861860292323107,4.083639962019747,4.014672302122784,4,4.143529334638361,4.103317183027886,3.920863964034089,0.887569939,0.5638889058852308,0.5790167456308157,0.20265543188865645,0.5423054450130305,0.0,0.3465287888824031,0.09560579051646649,0.13199198630092987,0.011714352385582716,AI ML Specialist
4.018843656511579,4.174615898075258,3.8110814575875693,4.1154611805352355,3.824244052947795,4.0405101239818615,3.917069008699355,4.136589769796863,3.930420734989045,3.961612137535135,3.8413499460906273,4.132376775794169,4.122859750771597,3,6.0,3.8177352568083838,3.866470066629483,0.727764995,0.27932194599028815,0.28690923554790276,0.23996105297681733,0.7971150615621019,0.005061761500352341,0.3788501692975439,0.23013401110445372,0.23112776547990452,0.28244199751058574,AI ML Specialist
4.805465203587085,4.963099034953447,4.94370988930215,4.84697913614141,4.911643277433036,5.174000659742597,4.930563931656988,5.045374795155571,5.195747736299225,4.811807638638292,5.899163121391447,5.09706697438844,4.917290847357054,5,3.0560629088543143,5.018740782970439,4.96850197579638,0.727764995,0.23010266664939039,0.2273342948451523,0.09773146003008443,0.6663726073924048,0.22067900827502684,0.517846368389992,0.17001639024173912,0.40187619705044847,0.05506948687764787,AI ML Specialist
4.149614096527034,3.9621892682437894,3.8083359395536425,4.059682248555293,3.8086794588324207,4.020039019954318,4.199745306471501,3.8314231860883745,1.1783670202970902,3.8716603681309674,4.01927318803622,3.874462464665487,3.801790082865342,4,6.0,4.167739579205629,3.898456567089116,0.727764995,0.557467019700461,0.23582083836091688,0.0,0.819077894264846,0.10995006502351459,0.5017041333744655,0.07865883684131483,0.4543212637556681,0.24102583250846724,AI ML Specialist
2.960553468969453,2.8512767793568723,2.95071933230949,2.998946346198006,3.1238407058369173,3.09048321237127,2.8370420869614312,3.197838773099642,3.169327803437472,0.19132927370538594,5.854032326636833,2.9458799555339117,3.152581243564557,3,2.9651355760382647,3.054469979156756,2.94139375061166,0.887569939,0.5101076080020659,0.40779216245023187,0.13112124593615293,0.4059138832289665,0.0,0.33039762177599097,0.2490621195083355,0.3837737078347843,0.11786852452410385,AI ML Specialist
0.0,0.0,0.0,2.1037971502168626,0.039948809966186355,0.025442563332950696,0.0,0.1936970676451668,0.048903054043711286,0.0,5.882361436796421,0.1417381255810008,0.029457337311106946,0,0.0,0.0,0.01663208013819656,0.71197039,0.3486519782386822,0.19623981963517984,0.0,0.49765505867844306,0.29302158574501347,0.0,0.23147423583306648,0.49540018490711546,0.0,AI ML Specialist
4.16426283261826,3.8970011780120117,3.901577942183139,4.182312378425962,4.089455069629878,4.114756497722704,0.07802332570619464,3.8136221896203413,3.9803325506428098,3.846130501131341,4.084366367862324,4.049324719860841,4.080547630973473,4,6.0,4.027478113350444,3.962252100681793,0.706633184,0.46206414913146066,0.2491535208519242,0.310915859773501,0.3823342782425627,0.17877476470949077,0.6042333713593444,0.0,0.3173585813573968,0.11052793151318677,AI ML Specialist
0.9760157791749383,1.120204591658771,0.9218005531573054,1.1289492299649253,0.8385054267760077,0.8868307577729285,1.1214474172943614,1.060633042089687,0.9068700005649402,0.9526630802128253,5.967796817053953,0.9126405476975109,0.9541916206484358,1,0.8716780781013262,0.8526101040966783,0.8476552075244206,0.709348856,0.4671630375713325,0.6421465719802444,0.2652480067014577,0.3807747060649218,0.0,0.4366177348186585,0.29944546587523246,0.40633414146969843,0.3472230274302503,AI ML Specialist
2.092031016621683,2.077184970258849,2.1716664484936206,2.0925904816750953,2.0813070039080492,1.864688328247689,1.8041736650752693,2.1830373894064077,1.989099575025152,4.066718640818508,2.0486171415442707,2.0915044259841986,1.8581008990328258,2,5.933177307370557,1.9121562220171764,2.071112323620369,0.818457823,0.4673396502785908,0.49344474973000085,0.40126777810998226,0.4854248665844678,0.2426031814408739,0.5493385114088337,0.09570859944725735,0.26579890527307337,0.11394565678346177,AI ML Specialist
4.873866583245837,4.958992290250793,0.979883013208433,4.8320946817287505,4.906867677203793,4.878277622922369,5.057810420901016,4.918402818979392,5.0788616418849175,4.9886232149712635,6.0,4.943859629208346,5.107569588906743,5,5.180708335519625,5.0145334099582355,5.102814327954114,0.818457823,0.42611082249699517,0.6372286882584703,0.2368293532953752,0.52129601021908,0.09693097249831804,0.24047894332260372,0.30527164595230083,0.4827040594018639,0.40146436587259166,AI ML Specialist
