Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,label
5.338361200090953,3.525867764851262,0.08338075657968591,1.256583154600182,4.766698361674236,4,4,4.097087122769773,0.4542808848898915,5.059027061447226,4,4,4,4,4,4,4,0.714603305,0.7071116199883788,0.17848869277776747,0.039610646,0.742567413,0.6842638284773822,0.6322356798826227,0.03504324990272063,0.8813887258142086,0.208745599,Database Administrator
5.74186893615527,3.8789381920476282,2.636011667880445,2.22254911257858,3.0364975802161682,4,4,4.683668362277376,2.6411751286780216,5.229026402441638,4,4,4,4,4,4,4,0.617217845,0.9267815069723446,0.06341378955998911,0.090147592,0.672545513,0.47235741726303526,0.5199572146299798,0.26928092762069017,0.7925603297098008,0.196423545,Database Administrator
5.1643438316521015,4.465777805959999,2.558172991750188,1.8744440746155457,4.754776006144395,4,4,3.4983006784327415,1.2866374946983465,5.160378191479286,4,4,4,4,4,4,4,0.814072172,0.9028048026319333,0.3614203312817621,0.138574524,0.630705007,0.4425531460544967,0.6228064149111295,0.33211013800871036,0.7175873786311989,0.26802442,Database Administrator
5.7578156239835465,3.4165643474467275,2.155834871789344,1.7128124179498376,3.5668605711184997,4,4,3.1767819575330796,2.560399028895997,5.546644653114836,4,4,4,4,4,4,4,0.607494963,0.8720448083328637,0.1008209127571424,0.114924704,0.695279717,0.6757096454525129,0.5333041312198818,0.2543331426649543,0.7232223855971084,0.258119442,Database Administrator
5.541028779432198,4.480065979645208,2.22469784583828,0.6519001482235479,4.784340440572718,4,4,3.428843644134376,2.5910616685683125,5.530187548661223,4,4,4,4,4,4,4,0.781292724,0.7205341860421164,0.24156251889660357,0.050987739,0.619389506,0.6885824816156875,0.6234557952189483,0.04893815166883653,0.7023699469175566,0.207287203,Database Administrator
5.465441499930054,3.341105337959772,2.8557627062151854,2.9997552669840895,4.793829760525057,4,4,4.297943960551299,1.2011259197610413,5.620246843630374,4,4,4,4,4,4,4,0.700737597,0.7020237534606595,0.0031039749178881416,0.041291977,0.624139191,0.5789470776600848,0.47522665319129354,0.03899213559659951,0.9334347199715722,0.21969007,Database Administrator
5.128757056552423,3.3787846028138335,1.2942525025782055,1.2645753424845116,4.714086567517573,5,5,3.62852585317354,0.3242633709264453,5.860457861712711,5,5,5,5,5,5,5,0.733724048,0.978911322004296,0.11856621704722828,0.038801004,0.659069353,0.41439002725786706,0.4561481734873569,0.3998759251452475,0.8135456496724992,0.211388677,Database Administrator
5.649778473766475,4.628204143615833,1.3446764059252805,2.2034162290414634,4.100296045537249,5,5,3.472108620021864,2.894982096744344,5.58214802712603,5,5,5,5,5,5,5,0.714603305,0.936717574599755,0.2585312483346021,0.039610646,0.742567413,0.5663214006742795,0.5486015536513293,0.19296841430125966,0.8540855343385015,0.208745599,Database Administrator
5.874967083599203,3.687880865137092,1.1415924177473835,2.5949583554212783,3.2259216915128204,5,5,3.4254934077872914,0.10266672356165185,5.554521364479311,5,5,5,5,5,5,5,0.617217845,0.9674220044764641,0.12472775776193977,0.090147592,0.672545513,0.4105228530589227,0.6423395949781964,0.3504857833199882,0.9837964238246094,0.196423545,Database Administrator
5.059076271338144,3.820813804667678,0.6621871327517658,1.9210702583649093,3.682074330094249,5,5,4.0719803614163395,1.2933391739852684,5.717833072278664,5,5,5,5,5,5,5,0.814072172,0.7196428309473496,0.23164468232931454,0.138574524,0.630705007,0.6121540124217177,0.44367768466970603,0.37870299426854004,0.9167993494100568,0.26802442,Database Administrator
