Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,label
5.886849943350766,3.635520640061473,2.120191433019623,2.3069277010321017,5.200031042714169,2.0976890249652183,4.0586458352285675,3.7710009760675987,2.5915528125811513,2.868376460490637,4,4,4,4,4,4,4,0.714603305,0.42378813829032874,0.29971365763389873,0.22624175924846843,0.3640714404028411,0.41048328865533645,0.2840883509704985,0.29067818557314556,0.2555958014681463,0.226579374299929,Database Administrator
5.823729803144547,3.039692403452773,2.97930117954413,2.6780437854254617,5.175993597564173,3.7138334951834353,4.650352792159796,2.636046465381059,3.470181627787589,3.505543639629511,4,4,4,4,4,4,4,0.617217845,0.27689764762956776,0.4354596295973884,0.34013735390323746,0.21610655041831447,0.2543213593199742,0.32381032587451475,0.3012388548918189,0.2104177970661655,0.30622776519757433,Database Administrator
5.845281172003783,3.4474723016510476,2.0850933122532207,3.965150446255965,5.6324464996147245,3.705682463570607,4.729922708030233,3.9546574787309354,3.902587077133914,2.839953545746728,4,4,4,4,4,4,4,0.814072172,0.24510831141938624,0.32307345135267057,0.49093680742577456,0.43641523372405766,0.26669515312672,0.30967004648881075,0.3437719720586032,0.34083756732977744,0.4526753227745539,Database Administrator
5.123773031509268,2.4055888195215624,3.913236583730738,3.5482936148146753,5.562022363840073,2.1567598671779193,4.88672026819909,3.9583672451587013,3.4515376462703733,3.4188947802104055,4,4,4,4,4,4,4,0.607494963,0.3920533488030066,0.321347647660812,0.3313717357058201,0.29051597030143367,0.34167702640582753,0.4389507197104607,0.39542600526386407,0.3565325950465821,0.43649070256490174,Database Administrator
5.935103363265177,3.849894209289012,3.643385145803707,2.5483028399576946,5.779635883607377,2.9490328832029022,4.8837649307012,2.2071998565258797,2.1966154220064844,2.4869775958686233,4,4,4,4,4,4,4,0.781292724,0.2336279789385663,0.4317290844142343,0.4889861929902485,0.32452984093175186,0.3116050758516087,0.20296183017984729,0.36887313044794945,0.22551026962674783,0.33267012907001686,Database Administrator
5.886035327644569,3.4221261508129763,3.7448581474717657,3.0569603736457314,5.315603633518365,3.0104515334412687,4.412259832454707,3.7941439576769067,2.8845079508022016,2.4710659688367453,4,4,4,4,4,4,4,0.700737597,0.39977605000148164,0.38921382952788186,0.49291908316076277,0.30101260955529086,0.4351062358782867,0.3836216675872724,0.4113556580903709,0.21559524981907652,0.3979734830481153,Database Administrator
5.893991311079619,3.6823615469804762,2.6184114915432772,2.2210412629052843,5.17754917522284,3.0368803264685917,4.070805376179518,2.467804729297586,2.7606659725969793,3.077517648053871,5,5,5,5,5,5,5,0.733724048,0.4693960469825012,0.24963986352682532,0.3629215307400284,0.24146514266139812,0.292800937103633,0.25054084852716385,0.45575430574561343,0.2337451742232352,0.4743122893695361,Database Administrator
5.400770510828266,2.666094537190811,3.5035307364336656,3.915306088458519,5.507581926038675,3.127664272787073,4.759968377106027,2.96397299635278,3.8012687249850057,2.2110302078195083,5,5,5,5,5,5,5,0.714603305,0.4980549588852493,0.29774613329830724,0.20326996793654636,0.49546729063740513,0.4086406909965529,0.26515067923230534,0.37963706089667026,0.24466810325928523,0.3962734352890474,Database Administrator
5.8568119206140326,3.2894646835808876,2.109956079603526,2.839179736216682,5.49626517210875,3.513623344387441,4.8510171017408155,2.334242447944863,2.4817840291673,3.4002239811821906,5,5,5,5,5,5,5,0.617217845,0.46744197582991387,0.29339611222959416,0.2835793363461826,0.29324379295895814,0.47650137889824873,0.4681147881657724,0.229472425453795,0.435494715532466,0.31041400431890015,Database Administrator
5.516737462150754,2.7564592119118414,3.522154112030435,2.785833090931935,5.713381778914913,3.7516645432906346,4.062220036943925,3.9971961409470733,3.8191057176578154,3.2834849360576586,5,5,5,5,5,5,5,0.814072172,0.3546389996859165,0.42768619497018223,0.3551302336731128,0.3026846420657897,0.4902526293762024,0.34407769307398833,0.2175524676576803,0.42626286806673414,0.28170812841852544,Database Administrator
5.969396243114919,2.3143532228298183,3.4735189944890257,3.769682797180064,5.818700621356113,3.7378958461567247,4.490026218538032,3.2650355395134647,2.1445802248427945,3.2704939668886244,5,5,5,5,5,5,5,0.607494963,0.4508688148898458,0.46780525195727135,0.25522307410148054,0.37878614730290716,0.4601389613671041,0.236049097292417,0.40868586780942706,0.37338090052017003,0.4997931067770222,Database Administrator
5.746736547173155,3.6503343330265436,2.4800240271057814,3.557346569708767,5.4495617109041445,2.126995401449047,4.305784716783081,3.882025816002808,2.3255661157065926,2.4447268187083315,5,5,5,5,5,5,5,0.781292724,0.21701322457753766,0.37690475183953903,0.26555843665071904,0.2589904115220498,0.47600156017603307,0.3046702906613655,0.20604594337138218,0.3357973818154354,0.2305047368541991,Database Administrator
5.475225454587898,3.504752385962954,3.5760385455082435,2.6071027462456584,5.642322645835516,3.584370394031401,4.629616244213885,2.056616278986043,3.708508590220589,2.9409721709133247,1,1,1,1,1,1,1,0.700737597,0.4732954593396911,0.21029874741359342,0.23073958861333327,0.30325358791032286,0.4517887807860414,0.3123488256126985,0.2845726057635064,0.3376989160498114,0.47631583258872834,Database Administrator
